Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
17-Nov-2023,EQ,"3,050.00","3,115.45","3,045.15","3,051.15","3,106.25","3,109.00","3,084.02","3,115.45","1,978.10","13,25,050","4,08,64,81,461.95","1,18,480"
16-Nov-2023,EQ,"3,057.95","3,082.10","3,045.00","3,064.95","3,050.00","3,051.15","3,061.15","3,114.95","1,978.10","15,97,607","4,89,05,10,637.00","1,23,277"
15-Nov-2023,EQ,"3,062.35","3,071.05","3,055.00","3,048.50","3,063.00","3,064.95","3,064.04","3,114.95","1,978.10","11,60,184","3,55,48,47,097.20","87,513"
13-Nov-2023,EQ,"3,050.00","3,054.35","3,031.65","3,052.00","3,041.85","3,048.50","3,043.91","3,114.95","1,978.10","5,31,769","1,61,86,57,587.55","60,874"
12-Nov-2023,EQ,"3,054.95","3,060.00","3,044.00","3,033.25","3,052.00","3,052.00","3,053.31","3,114.95","1,970.20","2,56,389","78,28,34,657.80","23,797"
10-Nov-2023,EQ,"3,021.05","3,044.00","3,005.25","3,024.85","3,030.55","3,033.25","3,028.87","3,114.95","1,970.20","9,47,753","2,87,06,18,749.70","77,016"
09-Nov-2023,EQ,"3,003.00","3,028.70","2,997.00","2,996.45","3,026.45","3,024.85","3,018.81","3,114.95","1,970.20","17,19,911","5,19,20,86,619.60","1,24,752"
08-Nov-2023,EQ,"2,974.70","3,002.75","2,961.00","2,961.30","2,998.00","2,996.45","2,983.72","3,114.95","1,970.20","10,13,438","3,02,38,16,500.10","80,527"
07-Nov-2023,EQ,"2,970.00","2,983.60","2,956.10","2,975.45","2,963.00","2,961.30","2,969.65","3,114.95","1,970.20","11,12,206","3,30,28,58,116.85","95,718"
06-Nov-2023,EQ,"2,933.00","2,979.00","2,927.25","2,911.25","2,971.70","2,975.45","2,962.32","3,114.95","1,970.20","12,35,499","3,65,99,42,862.60","1,02,669"
03-Nov-2023,EQ,"2,934.00","2,948.05","2,905.00","2,918.10","2,918.90","2,911.25","2,921.04","3,114.95","1,970.20","11,36,175","3,31,88,15,498.85","1,03,154"
02-Nov-2023,EQ,"2,935.00","2,937.85","2,903.20","2,895.30","2,921.00","2,918.10","2,915.22","3,114.95","1,970.20","14,51,606","4,23,17,49,361.00","1,13,151"
01-Nov-2023,EQ,"2,947.45","2,983.15","2,871.05","2,929.05","2,894.00","2,895.30","2,919.87","3,114.95","1,970.20","38,75,595","11,31,62,50,112.10","2,46,412"
31-Oct-2023,EQ,"2,929.95","2,951.55","2,907.95","2,926.35","2,923.00","2,929.05","2,925.45","3,114.95","1,970.20","15,56,467","4,55,33,61,115.30","1,20,033"
30-Oct-2023,EQ,"2,899.20","2,932.00","2,856.15","2,901.90","2,927.35","2,926.35","2,910.87","3,114.95","1,970.20","16,93,052","4,92,82,57,289.00","1,06,664"
27-Oct-2023,EQ,"2,864.65","2,910.55","2,857.65","2,864.60","2,909.00","2,901.90","2,893.54","3,114.95","1,891.55","23,99,538","6,94,31,49,814.40","1,59,869"
26-Oct-2023,EQ,"2,906.00","2,916.15","2,857.05","2,916.10","2,864.45","2,864.60","2,874.72","3,114.95","1,891.55","32,86,109","9,44,66,52,077.60","2,84,482"
25-Oct-2023,EQ,"2,959.00","2,965.50","2,910.30","2,958.30","2,919.95","2,916.10","2,934.72","3,114.95","1,891.55","21,08,353","6,18,74,27,022.45","1,63,245"
23-Oct-2023,EQ,"3,003.00","3,006.90","2,949.00","3,012.35","2,961.50","2,958.30","2,974.68","3,114.95","1,891.55","16,14,030","4,80,12,23,909.20","1,19,364"
20-Oct-2023,EQ,"3,039.95","3,056.25","2,977.30","3,054.40","3,017.00","3,012.35","3,013.38","3,114.95","1,867.10","16,67,471","5,02,47,16,358.20","1,53,002"
19-Oct-2023,EQ,"3,025.60","3,069.90","3,007.15","3,045.60","3,055.00","3,054.40","3,043.34","3,114.95","1,867.10","15,99,104","4,86,66,15,367.25","1,25,551"
18-Oct-2023,EQ,"3,068.65","3,079.15","3,037.15","3,066.30","3,044.75","3,045.60","3,048.72","3,114.95","1,867.10","13,50,839","4,11,83,23,336.20","92,252"
17-Oct-2023,EQ,"3,109.90","3,114.20","3,063.00","3,101.90","3,068.00","3,066.30","3,076.66","3,114.95","1,867.10","18,47,182","5,68,31,46,686.70","76,344"
16-Oct-2023,EQ,"3,098.95","3,113.25","3,074.70","3,089.60","3,098.20","3,101.90","3,094.06","3,114.95","1,867.10","8,18,794","2,53,34,01,165.10","80,754"
13-Oct-2023,EQ,"3,067.75","3,099.00","3,063.50","3,081.75","3,090.00","3,089.60","3,082.24","3,114.95","1,858.05","14,37,808","4,43,16,63,157.95","1,64,036"
12-Oct-2023,EQ,"3,094.00","3,105.05","3,067.05","3,088.70","3,082.95","3,081.75","3,080.04","3,114.95","1,858.05","18,70,280","5,76,05,41,448.35","1,48,950"
11-Oct-2023,EQ,"3,090.00","3,110.00","3,084.40","3,076.00","3,087.20","3,088.70","3,097.38","3,114.95","1,858.05","20,66,921","6,40,20,30,884.85","88,805"
10-Oct-2023,EQ,"3,073.85","3,099.00","3,072.15","3,074.70","3,075.00","3,076.00","3,086.11","3,114.95","1,858.05","15,51,789","4,78,89,88,638.20","1,22,031"
09-Oct-2023,EQ,"3,075.00","3,085.00","3,055.55","3,093.70","3,070.50","3,074.70","3,068.46","3,114.95","1,858.05","11,81,760","3,62,61,82,059.20","99,685"
06-Oct-2023,EQ,"3,114.95","3,114.95","3,073.15","3,096.05","3,095.00","3,093.70","3,091.63","3,114.95","1,814.00","18,98,118","5,86,82,72,319.50","1,21,454"
05-Oct-2023,EQ,"3,032.55","3,114.90","3,032.55","3,027.75","3,090.00","3,096.05","3,074.70","3,114.90","1,814.00","34,13,447","10,49,53,32,572.95","1,97,263"
04-Oct-2023,EQ,"3,064.10","3,064.10","2,990.05","3,073.25","3,027.00","3,027.75","3,022.81","3,077.45","1,814.00","31,00,946","9,37,35,79,502.55","1,77,894"
03-Oct-2023,EQ,"3,040.50","3,077.45","2,995.10","3,023.55","3,074.00","3,073.25","3,044.59","3,077.45","1,814.00","32,54,492","9,90,85,83,375.80","1,75,833"
29-Sep-2023,EQ,"3,040.00","3,058.35","3,005.25","3,010.00","3,026.00","3,023.55","3,032.62","3,058.35","1,797.40","26,98,016","8,18,20,44,860.35","1,71,335"
28-Sep-2023,EQ,"2,989.00","3,050.50","2,978.25","2,965.05","3,025.45","3,010.00","3,020.21","3,050.50","1,797.40","40,81,102","12,32,57,65,250.80","2,03,630"
27-Sep-2023,EQ,"2,922.00","2,994.90","2,911.65","2,912.55","2,971.00","2,965.05","2,962.27","3,009.00","1,797.40","29,03,693","8,60,15,08,694.25","1,40,969"
26-Sep-2023,EQ,"2,915.00","2,944.00","2,910.00","2,902.50","2,911.20","2,912.55","2,923.88","3,009.00","1,797.40","9,53,456","2,78,77,89,493.15","67,249"
25-Sep-2023,EQ,"2,917.95","2,923.80","2,871.00","2,918.50","2,910.05","2,902.50","2,890.51","3,009.00","1,797.40","10,49,532","3,03,36,83,244.00","95,811"
22-Sep-2023,EQ,"2,908.70","2,936.45","2,902.25","2,899.35","2,924.85","2,918.50","2,920.64","3,009.00","1,797.40","19,65,569","5,74,07,25,173.50","1,63,032"
21-Sep-2023,EQ,"2,885.05","2,905.10","2,846.05","2,890.00","2,901.60","2,899.35","2,872.38","3,009.00","1,797.40","24,44,711","7,02,21,45,824.05","1,43,950"
20-Sep-2023,EQ,"2,926.95","2,944.95","2,886.05","2,919.85","2,889.00","2,890.00","2,912.55","3,009.00","1,797.40","13,99,240","4,07,53,60,092.20","99,332"
18-Sep-2023,EQ,"2,910.00","2,930.00","2,907.00","2,908.55","2,920.30","2,919.85","2,920.17","3,009.00","1,797.40","7,36,631","2,15,10,88,308.80","77,082"
15-Sep-2023,EQ,"2,933.00","2,934.95","2,900.00","2,918.60","2,906.95","2,908.55","2,913.25","3,009.00","1,797.40","16,55,275","4,82,22,28,344.00","99,318"
14-Sep-2023,EQ,"2,924.90","2,931.65","2,906.00","2,906.75","2,914.00","2,918.60","2,917.49","3,009.00","1,797.40","19,10,041","5,57,25,16,827.65","1,31,030"
13-Sep-2023,EQ,"2,943.50","2,943.70","2,888.45","2,944.10","2,912.00","2,906.75","2,914.12","3,009.00","1,797.40","24,58,417","7,16,41,31,653.75","1,36,168"
12-Sep-2023,EQ,"2,951.60","3,009.00","2,932.45","2,894.20","2,948.50","2,944.10","2,980.82","3,009.00","1,797.40","77,88,759","23,21,68,96,335.55","2,28,017"
11-Sep-2023,EQ,"2,905.00","2,926.00","2,890.05","2,901.60","2,896.50","2,894.20","2,908.25","2,928.70","1,797.40","15,45,803","4,49,55,77,385.20","1,16,993"
08-Sep-2023,EQ,"2,888.00","2,928.70","2,872.45","2,846.40","2,900.00","2,901.60","2,902.97","2,928.70","1,797.40","36,38,510","10,56,24,94,449.80","1,65,172"
07-Sep-2023,EQ,"2,733.00","2,855.95","2,730.00","2,730.45","2,846.10","2,846.40","2,806.61","2,855.95","1,797.40","41,00,519","11,50,85,77,287.35","1,76,598"
06-Sep-2023,EQ,"2,740.00","2,742.80","2,712.00","2,732.95","2,731.30","2,730.45","2,726.52","2,766.80","1,797.40","17,47,425","4,76,43,89,224.60","1,00,311"
05-Sep-2023,EQ,"2,720.50","2,739.00","2,720.00","2,711.10","2,735.00","2,732.95","2,732.22","2,766.80","1,797.40","10,66,447","2,91,37,63,783.05","68,146"
04-Sep-2023,EQ,"2,733.00","2,742.00","2,705.00","2,702.10","2,713.00","2,711.10","2,716.79","2,766.80","1,797.40","15,48,282","4,20,63,62,223.60","95,478"
01-Sep-2023,EQ,"2,710.00","2,715.95","2,688.30","2,702.70","2,705.00","2,702.10","2,703.79","2,766.80","1,797.40","12,63,430","3,41,60,45,543.25","93,775"
31-Aug-2023,EQ,"2,720.00","2,724.60","2,678.35","2,709.00","2,716.00","2,702.70","2,698.55","2,766.80","1,797.40","24,39,625","6,58,34,51,196.90","1,25,071"
30-Aug-2023,EQ,"2,722.95","2,737.65","2,707.00","2,718.95","2,710.80","2,709.00","2,728.50","2,766.80","1,797.40","19,20,079","5,23,89,30,029.50","86,352"
29-Aug-2023,EQ,"2,710.00","2,722.10","2,696.30","2,695.35","2,716.95","2,718.95","2,710.46","2,766.80","1,797.40","11,01,830","2,98,64,64,903.55","75,845"
28-Aug-2023,EQ,"2,653.55","2,700.00","2,650.05","2,638.40","2,694.00","2,695.35","2,677.63","2,766.80","1,797.40","15,51,734","4,15,49,67,223.60","82,613"
25-Aug-2023,EQ,"2,677.45","2,682.70","2,631.00","2,688.15","2,632.00","2,638.40","2,647.37","2,766.80","1,797.40","14,08,427","3,72,86,26,143.50","90,518"
24-Aug-2023,EQ,"2,747.50","2,766.80","2,680.60","2,717.60","2,688.65","2,688.15","2,724.37","2,766.80","1,797.40","26,19,182","7,13,56,28,594.90","1,30,987"
23-Aug-2023,EQ,"2,689.55","2,726.00","2,682.45","2,678.80","2,718.10","2,717.60","2,712.78","2,726.00","1,797.40","19,90,672","5,40,02,60,419.80","92,469"
22-Aug-2023,EQ,"2,668.00","2,685.65","2,662.00","2,662.25","2,679.00","2,678.80","2,677.38","2,695.00","1,797.40","14,97,180","4,00,85,20,632.95","83,673"
21-Aug-2023,EQ,"2,641.85","2,666.60","2,623.45","2,641.95","2,656.15","2,662.25","2,641.98","2,695.00","1,797.40","13,76,318","3,63,61,98,567.60","86,473"
18-Aug-2023,EQ,"2,650.00","2,674.70","2,632.75","2,652.50","2,634.75","2,641.95","2,659.94","2,695.00","1,797.40","18,98,966","5,05,11,26,737.60","1,06,941"
17-Aug-2023,EQ,"2,691.05","2,691.05","2,642.00","2,691.05","2,649.00","2,652.50","2,656.90","2,695.00","1,797.40","16,29,067","4,32,82,65,285.00","1,12,323"
16-Aug-2023,EQ,"2,669.00","2,695.00","2,652.05","2,659.90","2,689.20","2,691.05","2,677.57","2,695.00","1,797.40","17,03,875","4,56,22,52,046.70","72,956"
14-Aug-2023,EQ,"2,637.00","2,663.55","2,616.00","2,638.50","2,658.00","2,659.90","2,644.73","2,690.00","1,797.40","13,64,413","3,60,85,05,516.10","1,04,864"
11-Aug-2023,EQ,"2,642.05","2,656.90","2,631.25","2,643.50","2,637.05","2,638.50","2,643.44","2,690.00","1,790.25","13,20,121","3,48,96,64,834.15","78,462"
10-Aug-2023,EQ,"2,640.10","2,661.60","2,621.65","2,651.60","2,641.85","2,643.50","2,638.91","2,690.00","1,790.25","10,40,041","2,74,45,72,068.50","1,34,752"
09-Aug-2023,EQ,"2,635.00","2,655.00","2,615.25","2,632.20","2,648.10","2,651.60","2,635.47","2,690.00","1,790.25","9,06,865","2,39,00,12,952.95","67,153"
08-Aug-2023,EQ,"2,639.05","2,649.50","2,628.30","2,635.90","2,635.00","2,632.20","2,638.44","2,690.00","1,790.25","7,67,310","2,02,45,00,774.15","1,08,359"
07-Aug-2023,EQ,"2,628.00","2,654.00","2,623.10","2,626.90","2,638.10","2,635.90","2,640.44","2,690.00","1,790.25","11,63,125","3,07,11,61,493.95","80,262"
04-Aug-2023,EQ,"2,605.00","2,635.00","2,598.50","2,598.10","2,628.00","2,626.90","2,621.35","2,690.00","1,773.00","11,01,278","2,88,68,34,664.80","76,843"
03-Aug-2023,EQ,"2,615.00","2,642.75","2,586.30","2,622.15","2,598.50","2,598.10","2,614.34","2,690.00","1,773.00","16,12,618","4,21,59,28,369.80","1,14,777"
02-Aug-2023,EQ,"2,638.00","2,644.95","2,602.70","2,666.65","2,616.00","2,622.15","2,626.50","2,690.00","1,773.00","14,79,486","3,88,58,73,944.55","1,22,202"
01-Aug-2023,EQ,"2,681.35","2,689.00","2,655.35","2,681.35","2,670.00","2,666.65","2,668.58","2,690.00","1,773.00","12,98,745","3,46,57,99,252.60","1,04,647"
31-Jul-2023,EQ,"2,655.00","2,690.00","2,631.10","2,649.55","2,682.00","2,681.35","2,658.32","2,690.00","1,773.00","12,84,981","3,41,58,95,227.95","95,837"
28-Jul-2023,EQ,"2,660.15","2,668.15","2,625.00","2,660.20","2,649.00","2,649.55","2,650.01","2,676.35","1,741.90","13,25,724","3,51,31,83,483.15","1,17,262"
27-Jul-2023,EQ,"2,668.95","2,676.35","2,646.45","2,646.25","2,661.95","2,660.20","2,661.87","2,676.35","1,741.90","21,17,794","5,63,72,96,979.40","1,34,044"
26-Jul-2023,EQ,"2,591.00","2,673.85","2,585.00","2,560.90","2,652.00","2,646.25","2,654.97","2,673.85","1,741.90","58,20,099","15,45,22,14,090.35","2,48,160"
25-Jul-2023,EQ,"2,616.00","2,617.75","2,553.00","2,605.25","2,565.00","2,560.90","2,578.92","2,638.00","1,741.90","20,68,876","5,33,54,56,329.50","1,26,959"
24-Jul-2023,EQ,"2,637.65","2,638.00","2,583.90","2,586.25","2,607.00","2,605.25","2,611.42","2,638.00","1,741.90","21,55,297","5,62,83,90,254.05","1,09,705"
21-Jul-2023,EQ,"2,522.00","2,595.00","2,521.10","2,489.70","2,587.00","2,586.25","2,566.56","2,595.00","1,690.00","46,10,417","11,83,29,13,691.90","2,41,210"
20-Jul-2023,EQ,"2,494.00","2,495.70","2,469.05","2,494.15","2,490.10","2,489.70","2,484.26","2,504.00","1,690.00","10,45,704","2,59,77,99,460.05","73,092"
19-Jul-2023,EQ,"2,474.60","2,502.95","2,466.40","2,474.70","2,497.00","2,494.15","2,489.72","2,504.00","1,690.00","14,31,080","3,56,29,86,689.45","1,22,951"
18-Jul-2023,EQ,"2,469.00","2,489.95","2,468.10","2,468.80","2,479.00","2,474.70","2,476.79","2,504.00","1,690.00","7,20,865","1,78,54,33,516.25","61,896"
17-Jul-2023,EQ,"2,475.00","2,494.00","2,465.00","2,472.25","2,474.00","2,468.80","2,476.42","2,504.00","1,690.00","8,78,697","2,17,60,24,418.05","75,714"
14-Jul-2023,EQ,"2,450.25","2,477.05","2,448.65","2,450.15","2,475.00","2,472.25","2,464.74","2,504.00","1,634.60","8,45,623","2,08,42,41,353.50","61,308"
13-Jul-2023,EQ,"2,466.00","2,484.90","2,446.25","2,454.95","2,458.30","2,450.15","2,465.52","2,504.00","1,634.60","11,41,663","2,81,47,95,698.50","98,237"
12-Jul-2023,EQ,"2,480.30","2,485.95","2,447.80","2,474.55","2,455.00","2,454.95","2,462.68","2,504.00","1,634.60","18,22,435","4,48,80,79,945.35","98,685"
11-Jul-2023,EQ,"2,447.20","2,479.00","2,447.20","2,438.75","2,478.35","2,474.55","2,469.28","2,504.00","1,634.60","12,19,658","3,01,16,79,718.55","83,552"
10-Jul-2023,EQ,"2,450.00","2,463.35","2,420.00","2,449.35","2,445.10","2,438.75","2,436.66","2,504.00","1,634.60","11,78,479","2,87,15,49,715.85","75,892"
07-Jul-2023,EQ,"2,482.75","2,504.00","2,444.60","2,488.60","2,452.00","2,449.35","2,463.95","2,504.00","1,550.20","18,37,661","4,52,79,02,781.45","1,05,241"
06-Jul-2023,EQ,"2,468.10","2,499.95","2,467.55","2,470.80","2,487.00","2,488.60","2,489.92","2,499.95","1,550.20","17,96,824","4,47,39,50,531.60","87,551"
05-Jul-2023,EQ,"2,461.00","2,484.95","2,454.35","2,461.85","2,472.00","2,470.80","2,469.27","2,492.40","1,550.20","11,91,896","2,94,31,09,995.05","78,418"
04-Jul-2023,EQ,"2,458.20","2,484.40","2,458.20","2,454.05","2,463.00","2,461.85","2,468.70","2,492.40","1,550.20","14,41,581","3,55,88,36,405.10","92,291"
03-Jul-2023,EQ,"2,478.20","2,492.40","2,448.00","2,475.55","2,456.00","2,454.05","2,464.64","2,492.40","1,550.20","10,78,456","2,65,80,08,200.35","77,218"
30-Jun-2023,EQ,"2,420.00","2,483.50","2,415.05","2,421.45","2,475.00","2,475.55","2,453.41","2,483.50","1,509.75","26,90,699","6,60,13,79,350.05","1,27,547"
28-Jun-2023,EQ,"2,400.00","2,432.90","2,390.05","2,388.05","2,424.00","2,421.45","2,418.46","2,432.90","1,509.75","17,34,938","4,19,58,72,072.20","1,18,169"
27-Jun-2023,EQ,"2,387.45","2,396.95","2,371.55","2,377.55","2,389.00","2,388.05","2,387.44","2,427.00","1,509.75","10,12,317","2,41,68,46,489.15","79,667"
27-Jun-2023,EQ,"2,387.45","2,396.95","2,371.55","2,377.55","2,389.00","2,388.05","2,387.44","2,427.00","1,509.75","10,12,317","2,41,68,46,489.15","79,667"
26-Jun-2023,EQ,"2,398.10","2,403.85","2,367.95","2,389.55","2,375.00","2,377.55","2,379.97","2,427.00","1,509.75","7,93,572","1,88,86,73,789.80","67,473"
23-Jun-2023,EQ,"2,418.95","2,427.00","2,383.25","2,416.25","2,392.90","2,389.55","2,402.41","2,427.00","1,456.35","12,12,955","2,91,40,13,127.30","82,586"
22-Jun-2023,EQ,"2,394.60","2,424.00","2,380.00","2,394.45","2,418.00","2,416.25","2,405.52","2,424.00","1,456.35","17,41,775","4,18,98,72,511.60","73,734"
21-Jun-2023,EQ,"2,382.00","2,412.00","2,382.00","2,382.00","2,394.00","2,394.45","2,399.93","2,419.90","1,456.35","16,07,299","3,85,74,08,949.95","70,345"
20-Jun-2023,EQ,"2,364.95","2,389.65","2,354.45","2,366.35","2,388.00","2,382.00","2,375.25","2,419.90","1,456.35","17,71,306","4,20,72,98,020.80","82,474"
19-Jun-2023,EQ,"2,379.00","2,419.90","2,361.00","2,366.80","2,365.00","2,366.35","2,387.28","2,419.90","1,456.35","31,11,256","7,42,74,37,381.00","1,06,255"
16-Jun-2023,EQ,"2,363.75","2,380.00","2,352.25","2,361.30","2,363.15","2,366.80","2,367.08","2,416.35","1,456.35","17,94,542","4,24,78,29,339.05","86,400"
15-Jun-2023,EQ,"2,355.00","2,369.50","2,349.00","2,355.05","2,358.40","2,361.30","2,363.11","2,416.35","1,456.35","25,61,534","6,05,31,83,578.60","77,879"
14-Jun-2023,EQ,"2,352.90","2,360.00","2,340.00","2,354.40","2,355.00","2,355.05","2,351.52","2,416.35","1,456.35","10,13,564","2,38,34,16,827.05","56,151"
13-Jun-2023,EQ,"2,345.85","2,357.90","2,327.10","2,339.95","2,352.00","2,354.40","2,348.25","2,416.35","1,456.35","16,88,768","3,96,56,56,922.25","1,11,296"
12-Jun-2023,EQ,"2,365.00","2,370.00","2,333.10","2,363.00","2,340.05","2,339.95","2,342.03","2,416.35","1,456.35","11,72,382","2,74,57,52,288.65","45,800"
09-Jun-2023,EQ,"2,345.00","2,368.85","2,338.25","2,340.30","2,363.25","2,363.00","2,360.07","2,416.35","1,456.35","25,01,720","5,90,42,44,190.05","71,065"
08-Jun-2023,EQ,"2,316.95","2,345.05","2,312.75","2,315.50","2,340.40","2,340.30","2,336.61","2,416.35","1,456.35","25,56,995","5,97,47,08,032.00","71,004"
07-Jun-2023,EQ,"2,278.00","2,318.00","2,278.00","2,277.95","2,316.00","2,315.50","2,304.52","2,416.35","1,456.35","21,28,603","4,90,53,99,392.20","1,22,375"
06-Jun-2023,EQ,"2,269.00","2,280.70","2,263.70","2,268.30","2,278.10","2,277.95","2,272.28","2,416.35","1,456.35","16,77,680","3,81,21,65,166.35","98,810"
05-Jun-2023,EQ,"2,245.00","2,272.80","2,240.00","2,234.55","2,269.50","2,268.30","2,260.72","2,416.35","1,456.35","23,44,944","5,30,12,54,467.75","1,32,166"
02-Jun-2023,EQ,"2,221.00","2,237.30","2,212.15","2,207.80","2,236.00","2,234.55","2,228.04","2,416.35","1,456.35","13,99,950","3,11,91,46,915.75","1,17,300"
01-Jun-2023,EQ,"2,217.00","2,222.00","2,202.15","2,205.65","2,209.40","2,207.80","2,211.72","2,416.35","1,456.35","10,49,488","2,32,11,70,531.55","77,153"
31-May-2023,EQ,"2,201.10","2,224.00","2,200.00","2,210.80","2,212.50","2,205.65","2,207.16","2,416.35","1,456.35","28,09,284","6,20,05,44,991.75","72,450"
30-May-2023,EQ,"2,230.00","2,237.00","2,207.20","2,224.55","2,212.50","2,210.80","2,215.65","2,416.35","1,456.35","17,16,729","3,80,36,68,166.15","63,987"
29-May-2023,EQ,"2,225.00","2,241.80","2,220.20","2,218.45","2,227.30","2,224.55","2,230.23","2,416.35","1,456.35","13,69,656","3,05,46,42,456.65","62,359"
26-May-2023,EQ,"2,209.00","2,220.75","2,201.00","2,204.70","2,218.00","2,218.45","2,213.00","2,416.35","1,456.35","12,49,128","2,76,43,18,879.35","59,656"
25-May-2023,EQ,"2,190.00","2,207.30","2,178.00","2,185.15","2,205.55","2,204.70","2,190.71","2,416.35","1,456.35","16,89,521","3,70,12,56,865.80","1,10,789"
24-May-2023,EQ,"2,200.00","2,208.50","2,176.00","2,197.65","2,190.00","2,185.15","2,189.90","2,416.35","1,456.35","26,48,479","5,79,99,12,291.00","1,77,358"
23-May-2023,EQ,"2,225.60","2,228.60","2,194.00","2,216.60","2,196.00","2,197.65","2,203.51","2,416.35","1,456.35","22,65,389","4,99,18,00,513.00","1,48,396"
22-May-2023,EQ,"2,190.00","2,222.00","2,178.40","2,190.05","2,219.75","2,216.60","2,211.10","2,416.35","1,456.35","11,12,099","2,45,89,66,165.50","79,757"
19-May-2023,EQ,"2,192.00","2,199.05","2,168.50","2,188.20","2,194.00","2,190.05","2,183.81","2,416.35","1,456.35","17,29,803","3,77,75,64,560.35","1,26,536"
18-May-2023,EQ,"2,230.00","2,233.55","2,181.00","2,219.60","2,187.60","2,188.20","2,204.09","2,416.35","1,456.35","22,90,757","5,04,90,27,902.95","90,474"
17-May-2023,EQ,"2,224.35","2,244.00","2,210.20","2,227.20","2,217.50","2,219.60","2,223.69","2,416.35","1,456.35","19,61,004","4,36,06,62,313.15","1,54,051"
16-May-2023,EQ,"2,254.60","2,255.00","2,223.10","2,246.85","2,227.55","2,227.20","2,234.36","2,416.35","1,456.35","25,28,855","5,65,03,78,608.00","2,04,858"
15-May-2023,EQ,"2,220.90","2,260.00","2,215.00","2,221.10","2,243.00","2,246.85","2,245.48","2,416.35","1,456.35","26,62,740","5,97,91,33,304.65","1,89,172"
12-May-2023,EQ,"2,222.65","2,235.00","2,197.35","2,242.15","2,226.00","2,221.10","2,216.56","2,416.35","1,456.35","53,67,292","11,89,69,41,825.55","2,70,385"
11-May-2023,EQ,"2,300.00","2,314.05","2,237.35","2,364.45","2,244.00","2,242.15","2,255.59","2,416.35","1,456.35","94,70,848","21,36,23,95,284.80","5,17,410"
10-May-2023,EQ,"2,387.00","2,388.95","2,350.00","2,374.35","2,372.80","2,364.45","2,362.84","2,416.35","1,456.35","16,75,409","3,95,87,30,205.45","68,774"
09-May-2023,EQ,"2,367.65","2,401.90","2,367.65","2,365.40","2,374.95","2,374.35","2,380.73","2,416.35","1,456.35","14,17,301","3,37,42,08,041.20","1,02,983"
08-May-2023,EQ,"2,377.45","2,385.00","2,354.05","2,377.50","2,368.00","2,365.40","2,368.84","2,416.35","1,456.35","15,83,576","3,75,12,36,289.35","63,374"
05-May-2023,EQ,"2,357.00","2,406.95","2,357.00","2,356.90","2,379.45","2,377.50","2,389.07","2,416.35","1,456.35","24,25,866","5,79,55,71,367.25","1,33,605"
04-May-2023,EQ,"2,361.80","2,381.65","2,342.85","2,356.30","2,363.00","2,356.90","2,357.79","2,416.35","1,456.35","12,30,912","2,90,22,34,986.20","59,655"
03-May-2023,EQ,"2,384.10","2,390.00","2,348.50","2,384.45","2,355.80","2,356.30","2,362.54","2,416.35","1,456.35","9,98,235","2,35,83,70,082.20","67,794"
02-May-2023,EQ,"2,373.20","2,416.35","2,373.20","2,364.40","2,387.00","2,384.45","2,393.24","2,416.35","1,456.35","18,40,153","4,40,39,31,558.40","1,01,401"
28-Apr-2023,EQ,"2,312.30","2,369.00","2,312.30","2,305.60","2,360.00","2,364.40","2,346.47","2,369.00","1,456.35","28,84,961","6,76,94,72,231.40","1,09,342"
27-Apr-2023,EQ,"2,275.75","2,310.00","2,267.10","2,276.15","2,305.50","2,305.60","2,294.66","2,330.00","1,456.35","12,52,989","2,87,51,79,639.60","60,784"
26-Apr-2023,EQ,"2,247.85","2,287.30","2,244.05","2,247.95","2,276.00","2,276.15","2,271.49","2,330.00","1,456.35","18,94,812","4,30,40,48,330.15","86,235"
25-Apr-2023,EQ,"2,231.05","2,254.00","2,218.10","2,228.90","2,245.80","2,247.95","2,241.47","2,330.00","1,456.35","13,50,118","3,02,62,49,576.45","83,288"
24-Apr-2023,EQ,"2,220.00","2,232.70","2,186.55","2,215.20","2,232.50","2,228.90","2,210.17","2,330.00","1,456.35","12,39,073","2,73,85,63,468.15","66,820"
21-Apr-2023,EQ,"2,240.15","2,243.00","2,202.00","2,232.75","2,214.90","2,215.20","2,214.16","2,330.00","1,456.35","10,09,316","2,23,47,91,968.95","56,949"
20-Apr-2023,EQ,"2,225.00","2,251.45","2,222.25","2,219.60","2,236.35","2,232.75","2,234.99","2,330.00","1,456.35","18,98,996","4,24,42,31,154.35","64,047"
19-Apr-2023,EQ,"2,208.10","2,235.00","2,208.10","2,216.60","2,218.00","2,219.60","2,224.31","2,330.00","1,456.35","19,70,015","4,38,19,23,167.65","88,619"
18-Apr-2023,EQ,"2,220.00","2,230.00","2,188.00","2,214.00","2,222.00","2,216.60","2,208.18","2,330.00","1,456.35","28,48,601","6,29,02,19,457.25","1,59,574"
17-Apr-2023,EQ,"2,258.75","2,273.80","2,201.15","2,258.75","2,213.00","2,214.00","2,217.64","2,330.00","1,456.35","41,25,850","9,14,96,53,322.50","1,35,338"
13-Apr-2023,EQ,"2,294.80","2,295.00","2,242.45","2,288.50","2,263.50","2,258.75","2,257.99","2,330.00","1,456.35","19,56,668","4,41,81,31,174.25","1,04,076"
